registration,bonnet_no,operator
LV23ZBO,WDE2869,Metroline
LV23ZBP,WDE2870,Metroline
LV23ZBR,WDE2871,Metroline
LV23ZBT,WDE2872,Metroline
LV23ZBU,WDE2873,Metroline
LV23ZBW,WDE2874,Metroline
LV23ZBX,WDE2875,Metroline
LV23ZBY,WDE2876,Metroline
LV23ZBZ,WDE2877,Metroline
LV23ZCA,ES38,Arriva
LV23ZCE,ES39,Arriva
LV23ZCF,ES40,Arriva
LV23ZCJ,ES41,Arriva
LV23ZCK,ES42,Arriva
LV23ZCL,ES43,Arriva
LV23ZCN,ES44,Arriva
LV23ZCO,ES45,Arriva
LV23ZCT,ES46,Arriva
LV23ZCU,ES47,Arriva
LV23ZCX,ES48,Arriva
LV23ZCY,ES49,Arriva
LV23ZCZ,ES50,Arriva
LV24EUF,3048,Transport UK London
LV24EUH,3049,Transport UK London
LV24EUJ,3050,Transport UK London
LV24EUK,3051,Transport UK London
LV24EUL,3052,Transport UK London
LV24EUM,3053,Transport UK London
LV24EUN,3054,Transport UK London
LV24EUO,3055,Transport UK London
LV24EUP,3056,Transport UK London
LV24EUR,3057,Transport UK London
LV24EUT,3058,Transport UK London
LV24EUU,3103,Transport UK London
LV24EUW,82049,Stagecoach London
LV24EUX,82050,Stagecoach London
LV24EUY,82051,Stagecoach London
LV24EUZ,82052,Stagecoach London
LV24EVB,82053,Stagecoach London
LV24EVC,82054,Stagecoach London
LV24EVD,82055,Stagecoach London
LV24EVF,82056,Stagecoach London
LV24EVG,82057,Stagecoach London
LV24EVH,82058,Stagecoach London
LV24EVJ,82059,Stagecoach London
LV24EVK,82060,Stagecoach London
LV24EVL,82061,Stagecoach London
LV24EVM,82062,Stagecoach London
LV24EVN,82063,Stagecoach London
LV24EVP,82064,Stagecoach London
LV24EVR,3059,Transport UK London
LV24EVT,3060,Transport UK London
LV24EVU,3061,Transport UK London
LV24EVW,3062,Transport UK London
LV24EVX,3063,Transport UK London
LV24EWA,3064,Transport UK London
LV24EWB,3065,Transport UK London
LV24EWC,3066,Transport UK London
LV24EWD,3067,Transport UK London
LV24EWE,3068,Transport UK London
LV24EWF,3069,Transport UK London
LV24EWG,3070,Transport UK London
LV24EWH,3071,Transport UK London
LV24EWJ,3072,Transport UK London
LV24EWK,3073,Transport UK London
LV24EWL,3074,Transport UK London
LV24EWM,3075,Transport UK London
LV24EWN,3076,Transport UK London
LV24EWO,3077,Transport UK London
LV24EWP,3078,Transport UK London
LV24EWR,3079,Transport UK London
LV24EWS,3080,Transport UK London
LV24EWT,3081,Transport UK London
LV24EWU,3082,Transport UK London
LV24EWW,3083,Transport UK London
LV24EWX,3084,Transport UK London
LV24EWY,3085,Transport UK London
LV24EWZ,1713,Transport UK London
LV24EXA,1714,Transport UK London
LV24EXB,1715,Transport UK London
LV24EXC,1716,Transport UK London
LV24EXD,1717,Transport UK London
LV24EXE,1718,Transport UK London
LV24EXF,1719,Transport UK London
LV24EXG,1720,Transport UK London
LV24EXH,1721,Transport UK London
LV24EXJ,1722,Transport UK London
LV24EXK,1723,Transport UK London
LV24EXL,1724,Transport UK London
LV24VNO,3086,Transport UK London
LV24VNP,3087,Transport UK London
LV24VNR,3088,Transport UK London
LV24VNS,3089,Transport UK London
LV24VNT,3090,Transport UK London
LV24VNU,3091,Transport UK London
LV24VNW,3092,Transport UK London
LV24VNX,3093,Transport UK London
LV24VNY,3094,Transport UK London
LV24VNZ,3095,Transport UK London
LV24VOA,3096,Transport UK London
LV24VOB,3097,Transport UK London
LV24VOC,3098,Transport UK London
LV24VOD,3099,Transport UK London
LV24VOF,3100,Transport UK London
LV24VOG,3101,Transport UK London
LV24VOH,3102,Transport UK London
LV24VOJ,WDE2906,Metroline
LV24VOK,WDE2907,Metroline
LV24VOM,WDE2908,Metroline
LV24VOO,WDE2909,Metroline
LV24VOP,WDE2910,Metroline
LV24VOT,WDE2911,Metroline
LV24VOU,WDE2912,Metroline
LV24VOY,WDE2913,Metroline
LV24VPA,WDE2914,Metroline
LV24VPC,WDE2915,Metroline
LV24VPD,WDE2916,Metroline
LV24VPE,WDE2917,Metroline
LV24VPF,WDE2918,Metroline
LV24VPG,WDE2919,Metroline
LV24VPJ,WDE2920,Metroline
LV24VPK,WDE2921,Metroline
LV24VPL,WDE2922,Metroline
LV24VPM,WDE2923,Metroline
LV24VPN,WDE2924,Metroline
LV24VPO,WDE2925,Metroline
LV24VPP,WDE2926,Metroline
LV24VPR,WDE2927,Metroline
LV24VPT,WDE2928,Metroline
LV24VRK,1725,Transport UK London
LV24VRL,1726,Transport UK London
LV24VRM,1727,Transport UK London
LV24VRN,1728,Transport UK London
LV24VRO,1729,Transport UK London
LV24VRP,1730,Transport UK London
LV24VRR,1731,Transport UK London
LV24VRT,1732,Transport UK London
LV24VRU,1733,Transport UK London
LV24VRW,1734,Transport UK London
LV24VRX,1735,Transport UK London
LV24VRY,1736,Transport UK London
LV24VSA,ES51,Arriva
LV24VSC,ES52,Arriva
LV24VSE,ES54,Arriva
LV24VSF,ES55,Arriva
LV24VSG,ES56,Arriva
LV24VSJ,ES57,Arriva
LV24VSK,ES58,Arriva
LV24VSL,ES59,Arriva
LV24VSM,ES60,Arriva
LV24VSN,ES61,Arriva
LV24VSO,ES62,Arriva
LV24WUB,ES63,Arriva
LV24WUC,ES64,Arriva
LV24WUD,ES65,Arriva
LV24WUE,ES66,Arriva
LV24WUG,ES67,Arriva
LV24WUH,ES68,Arriva
LV24WUJ,ES69,Arriva
LV24WUK,ES70,Arriva
LV24WUL,ES71,Arriva
LV24WUM,ES72,Arriva
LV24WUO,ES73,Arriva
LV24WUP,ES74,Arriva
LV24WUR,ES75,Arriva
LV24WUT,ES76,Arriva
LV24WUU,ES77,Arriva
LV24WUW,ES78,Arriva
LV24WUX,ES79,Arriva
LV25CLO,WDE3150,Metroline
LV25CLU,WDE3151,Metroline
LV25CLX,WDE3152,Metroline
LV25CLY,WDE3153,Metroline
LV25CLZ,WDE3154,Metroline
LV25CME,WDE3155,Metroline
LV25CMF,WDE3156,Metroline
LV25CMK,WDE3157,Metroline
LV25CMO,WDE3158,Metroline
LV25CMU,WDE3159,Metroline
LV25CMX,WDE3160,Metroline
LV25CMY,WDE3161,Metroline
LV25CMZ,WDE3162,Metroline
LV25CNA,WDE3163,Metroline
LV25CNC,82083,Stagecoach London
LV25CNE,82084,Stagecoach London
LV25CNF,82085,Stagecoach London
LV25CNJ,82086,Stagecoach London
LV25CNK,82087,Stagecoach London
LV25CNN,82088,Stagecoach London
LV25CNO,82089,Stagecoach London
LV25CNU,82090,Stagecoach London
LV25CNX,82091,Stagecoach London
LV25CNY,82092,Stagecoach London
LV25CNZ,82093,Stagecoach London
LV25COA,82094,Stagecoach London
LV25COH,82095,Stagecoach London
LV25COJ,82096,Stagecoach London
LV25COU,SEL1,Go-Ahead
LV25CPE,SEL2,Go-Ahead
LV25CPF,SEL3,Go-Ahead
LV25CPK,SEL4,Go-Ahead
LV25CPN,SEL5,Go-Ahead
LV25CPO,SEL6,Go-Ahead
LV25CPU,SEL7,Go-Ahead
LV25CPX,SEL8,Go-Ahead
LV25CPY,SEL9,Go-Ahead
LV25CPZ,SEL10,Go-Ahead
LV25CRF,SEL11,Go-Ahead
LV25CRJ,SEL12,Go-Ahead
LV25CRK,SEL13,Go-Ahead
LV25CRU,SEL14,Go-Ahead
LV25CRX,SEL15,Go-Ahead
LV25CRZ,SEL16,Go-Ahead
LV25CSF,SEL17,Go-Ahead
LV25CSO,SEL18,Go-Ahead
LV25CSU,SEL19,Go-Ahead
LV25CSX,SEL20,Go-Ahead
LV25CSY,SEL21,Go-Ahead
LV25CSZ,SEL22,Go-Ahead
LV25CTE,SEL23,Go-Ahead
LV25CTF,DEL100,Go-Ahead
LV25CTK,DEL101,Go-Ahead
LV25CTO,DEL102,Go-Ahead
LV25CTU,DEL103,Go-Ahead
LV25CTX,DEL104,Go-Ahead
LV25CTY,DEL105,Go-Ahead
LV25CTZ,DEL106,Go-Ahead
LV25CUA,DEL107,Go-Ahead
LV25CUC,DEL108,Go-Ahead
LV25CUG,DEL109,Go-Ahead
LV25CUH,DEL110,Go-Ahead
LV25CUJ,DEL111,Go-Ahead
LV25CUK,DEL112,Go-Ahead
LV25CUO,DEL113,Go-Ahead
LV25CUU,DEL114,Go-Ahead
LV25CUW,3116,Transport UK London
LV25CUX,3117,Transport UK London
LV25CUY,3118,Transport UK London
LV25CVA,3119,Transport UK London
LV25CVB,3120,Transport UK London
LV25CVC,3121,Transport UK London
LV25CVD,3122,Transport UK London
LV25CVE,3123,Transport UK London
LV25CVF,3124,Transport UK London
LV25CVG,3125,Transport UK London
LV25CVH,3126,Transport UK London
LV25CVJ,3127,Transport UK London
LV25CVK,3128,Transport UK London
LV25CVL,3129,Transport UK London
LV25CVM,3130,Transport UK London
LV25CVN,3131,Transport UK London
LV25CVO,3132,Transport UK London
LV25CVP,SEL24,Go-Ahead
LV25CVR,SEL25,Go-Ahead
LV25CVS,SEL26,Go-Ahead
LV25CVT,SEL27,Go-Ahead
LV25CVU,DEL115,Go-Ahead
LV25CVW,DEL17,Go-Ahead
LV25CVX,DEL18,Go-Ahead
LV25CVY,DEL19,Go-Ahead
LV25CVZ,SEL28,Go-Ahead
LV25CWA,SEL29,Go-Ahead
LV25CWC,SEL30,Go-Ahead
LV25CWD,SEL31,Go-Ahead
LV25CWE,DEL20,Go-Ahead
LV25CWF,DEL21,Go-Ahead
LV25CWG,DEL22,Go-Ahead
LV25CWJ,DEL23,Go-Ahead
LV25OSU,82097,Stagecoach London
LV25OSW,82098,Stagecoach London
LV25OSX,82099,Stagecoach London
LV25OSY,82100,Stagecoach London
LV25OSZ,DEL24,Go-Ahead
LV25OTA,DEL25,Go-Ahead
LV25OTB,DEL26,Go-Ahead
LV25OTC,DEL27,Go-Ahead
LV25OTD,DEL28,Go-Ahead
LV25OTE,DEL29,Go-Ahead
LV25OTF,DEL30,Go-Ahead
LV25OTG,SEL32,Go-Ahead
LV25OTH,SEL33,Go-Ahead
LV25OTJ,SEL34,Go-Ahead
LV25PWE,SEL35,Go-Ahead
LV25PWF,SEL36,Go-Ahead
LV25PWJ,SEL37,Go-Ahead
LV25PWK,SEL38,Go-Ahead
LV25PWL,SEL39,Go-Ahead
LV25PWN,82101,Stagecoach London
LV25PWO,82102,Stagecoach London
LV25PWU,82103,Stagecoach London
LV25PWX,82104,Stagecoach London
LV25PWY,82105,Stagecoach London
LV25PWZ,82106,Stagecoach London
LV25PXA,82107,Stagecoach London
LV25PXB,82108,Stagecoach London
LV25PXC,82109,Stagecoach London
LV25VOJ,82110,Stagecoach London
LV25VOK,82111,Stagecoach London
LV25VOM,82112,Stagecoach London
LV25VOO,3104,Transport UK London
LV25VOP,3105,Transport UK London
LV25VOT,3106,Transport UK London
LV25VOU,3107,Transport UK London
LV25VOY,3108,Transport UK London
LV25VPA,3109,Transport UK London
LV25VPC,3110,Transport UK London
LV25VPD,3111,Transport UK London
LV25VPE,3112,Transport UK London
LV25VPF,3113,Transport UK London
LV25VTK,3114,Transport UK London
LV25WXH,3115,Transport UK London
LV25WXK,DEL31,Go-Ahead
LV25WXL,DEL32,Go-Ahead
LV25WXM,DEL33,Go-Ahead
LV25WXN,DEL34,Go-Ahead
LV25WXO,DEL35,Go-Ahead
LV25WXP,DEL36,Go-Ahead
LV25WXR,DEL37,Go-Ahead
LV25WXS,DEL38,Go-Ahead
LV25WXT,DEL39,Go-Ahead
LV25WXU,DEL40,Go-Ahead
LV25WXW,DEL41,Go-Ahead
LV25WXX,DEL42,Go-Ahead
LV25WXY,DEL43,Go-Ahead
LV25WXZ,DEL44,Go-Ahead
LV25WYA,DEL45,Go-Ahead
LV25WYB,DEL46,Go-Ahead
LV25WYC,1738,Transport UK London
LV25WYD,1739,Transport UK London
LV25WYF,1740,Transport UK London
LV25WYG,1741,Transport UK London
LV25WYH,1742,Transport UK London
LV25WYJ,DEL47,Go-Ahead
LV25WYK,DEL48,Go-Ahead
LV25WYL,DEL49,Go-Ahead
LV25WYM,DEL50,Go-Ahead
LV25WYO,DEL51,Go-Ahead
LV25WYP,DEL52,Go-Ahead
LV25WYS,DEL54,Go-Ahead
LV25WZB,DEL61,Go-Ahead
LV25XTF,DEL75,Go-Ahead
LV25XTL,DEL80,Go-Ahead
LV25XTO,DEL83,Go-Ahead
LV25XTP,DEL84,Go-Ahead
LV25XTR,DEL85,Go-Ahead
LV25XUA,DEL93,Go-Ahead
LV25XUC,DEL95,Go-Ahead
LV25XUD,DEL96,Go-Ahead
LV25XUF,DEL98,Go-Ahead
LV25XUG,DEL99,Go-Ahead
LV25XUH,DEL116,Go-Ahead
LV25XUJ,DEL117,Go-Ahead
LV25XUK,DEL118,Go-Ahead
LV25XUL,DEL119,Go-Ahead
LV25XUM,DEL120,Go-Ahead
LV25XUN,DEL121,Go-Ahead
LV25XUO,DEL122,Go-Ahead
LV25XUP,DEL123,Go-Ahead
LV25XUR,DEL124,Go-Ahead
LV25XUS,DEL125,Go-Ahead
LV25XUT,DEL126,Go-Ahead
LV25XUU,DEL127,Go-Ahead
LV25XUW,DEL128,Go-Ahead
LV25XUX,DEL129,Go-Ahead
LV25XUY,DEL130,Go-Ahead
LV25XUZ,DEL131,Go-Ahead
LV25XVB,WSEL3164,Metroline
LV25XVC,WSEL3165,Metroline
LV25XVD,WSEL3166,Metroline
LV25XVE,WSEL3167,Metroline
LV25XVF,WSEL3168,Metroline
LV25XVG,WSEL3169,Metroline
LV25XWK,WSEL3170,Metroline
LV25XWL,WSEL3171,Metroline
LV25XWM,WSEL3172,Metroline
LV25XWN,WSEL3173,Metroline
LV25XWO,82137,Stagecoach London
LV25XWP,82138,Stagecoach London
LV25XWR,82139,Stagecoach London
LV25XWS,82140,Stagecoach London
LV25XWT,82141,Stagecoach London
LV25XWU,82142,Stagecoach London
LV25XWW,82143,Stagecoach London
LV25XWX,82144,Stagecoach London
LV25XWY,DEL132,Go-Ahead
LV25XWZ,DEL133,Go-Ahead
LV25XXA,DEL134,Go-Ahead
LV25XXB,DEL135,Go-Ahead
LV25XXC,DEL136,Go-Ahead
LV25XXD,DEL137,Go-Ahead
LV25XXE,DEL138,Go-Ahead
LV25XXF,DEL139,Go-Ahead
LV25XXG,DEL140,Go-Ahead
LV25XXH,DEL141,Go-Ahead
LV25XXJ,DEL142,Go-Ahead
LV25XXK,WDE3211,Metroline
LV25XXL,WDE3212,Metroline
LV25XXM,WDE3213,Metroline
LV25XXN,WDE3214,Metroline
LV25XXO,WDE3215,Metroline
LV25XXP,WDE3216,Metroline
LV25XXR,WDE3217,Metroline
LV25XXS,WDE3218,Metroline
LV25XXT,WDE3219,Metroline
LV25XXU,WDE3220,Metroline
LV25XXW,WDE3221,Metroline
LV25XXY,WDE3222,Metroline
LV25XXZ,WDE3223,Metroline
LV25XYA,WDE3224,Metroline
LV25XYB,WDE3225,Metroline
LV25XYC,WDE3226,Metroline
LV25XYD,WDE3227,Metroline
LV25XYE,WDE3228,Metroline
LV25XYF,WDE3229,Metroline
LV25XYG,WDE3230,Metroline
LV25XYH,WDE3231,Metroline
LV25XYU,WDE3232,Metroline
LV25XYW,ES161,Arriva
LV25XYX,SEL54,Go-Ahead
LV25XYY,1301,Transport UK London
LV25XYZ,1302,Transport UK London
LV25XZA,1303,Transport UK London
LV25XZB,1304,Transport UK London
LV25XZC,1305,Transport UK London
LV25XZD,1743,Transport UK London
LV25XZE,1744,Transport UK London
LV25XZF,1745,Transport UK London
LV25XZG,1746,Transport UK London
LV25XZH,1747,Transport UK London
LV25XZJ,1748,Transport UK London
LV25XZK,1749,Transport UK London
LV25XZL,1750,Transport UK London
LV25XZM,1751,Transport UK London
LV25XZN,1752,Transport UK London
LV25XZO,1753,Transport UK London
LV25XZP,1754,Transport UK London
LV25XZR,1755,Transport UK London
LV25XZS,1756,Transport UK London
LV25XZZ,1757,Transport UK London
LV25ZBC,1758,Transport UK London
LV25ZBD,1759,Transport UK London
LV25ZBE,1760,Transport UK London
LV25ZBF,1761,Transport UK London
LV26KLA,82214,Stagecoach London
LV26KLC,82215,Stagecoach London
LV26KLD,82216,Stagecoach London
LV26KLE,82217,Stagecoach London
LV26KLF,82218,Stagecoach London
LV26KLJ,82219,Stagecoach London
LV26KLK,82220,Stagecoach London
LV26KLL,82221,Stagecoach London
LV26KLM,82222,Stagecoach London
LV26KLO,82223,Stagecoach London
LV26KLP,82224,Stagecoach London
LV26KLS,82225,Stagecoach London
LV26KLU,82226,Stagecoach London
LV26KLX,82227,Stagecoach London
LV26KLZ,82284,Stagecoach London
LV26KMA,82285,Stagecoach London
LV26KME,82286,Stagecoach London
LV26KMF,82287,Stagecoach London
LV26KMG,82288,Stagecoach London
LV26KMJ,82289,Stagecoach London
LV26KMK,82290,Stagecoach London
LV26KMM,82291,Stagecoach London
LV26KMO,82292,Stagecoach London
LV72BYT,3001,Transport UK London
LV72BYU,3002,Transport UK London
LV72BYW,3003,Transport UK London
LV72BYX,3004,Transport UK London
LV72BYY,3005,Transport UK London
LV72BYZ,3006,Transport UK London
LV72BZA,3007,Transport UK London
LV72BZB,3008,Transport UK London
LV72BZC,3009,Transport UK London
LV72BZD,3010,Transport UK London
LV72BZE,3011,Transport UK London
LV72BZF,3012,Transport UK London
LV72BZG,3013,Transport UK London
LV72BZH,3014,Transport UK London
LV72BZJ,3015,Transport UK London
LV72BZK,3016,Transport UK London
LV72BZL,3017,Transport UK London
LV72BZM,3018,Transport UK London
LV72BZN,3019,Transport UK London
LV72BZO,3020,Transport UK London
LV72BZP,3021,Transport UK London
LV72BZR,3022,Transport UK London
LV72BZS,3023,Transport UK London
LV72BZT,3024,Transport UK London
LV72BZU,3025,Transport UK London
LV72BZW,3026,Transport UK London
LV72BZX,3027,Transport UK London
LV72BZY,3028,Transport UK London
LV72CAA,3029,Transport UK London
LV72CAE,3030,Transport UK London
LV73FDK,3031,Transport UK London
LV73FDL,3032,Transport UK London
LV73FDM,3033,Transport UK London
LV73FDN,3034,Transport UK London
LV73FDO,3035,Transport UK London
LV73FDP,3036,Transport UK London
LV73FDU,3037,Transport UK London
LV73FDX,82001,Stagecoach London
LV73FDY,82002,Stagecoach London
LV73FDZ,82003,Stagecoach London
LV73FEF,82004,Stagecoach London
LV73FEG,82005,Stagecoach London
LV73FEH,82006,Stagecoach London
LV73FEJ,82007,Stagecoach London
LV73FEK,82008,Stagecoach London
LV73FEM,82009,Stagecoach London
LV73FEO,82010,Stagecoach London
LV73FEP,82011,Stagecoach London
LV73FET,82012,Stagecoach London
LV73FEU,82013,Stagecoach London
LV73FEX,82014,Stagecoach London
LV73FFA,82015,Stagecoach London
LV73FFB,82016,Stagecoach London
LV73FFC,82017,Stagecoach London
LV73FFD,82018,Stagecoach London
LV73FFE,82019,Stagecoach London
LV73FFG,82020,Stagecoach London
LV73FFH,82021,Stagecoach London
LV73FFJ,82022,Stagecoach London
LV73FFK,82023,Stagecoach London
LV73FFL,82024,Stagecoach London
LV73FFM,82025,Stagecoach London
LV73FFN,82026,Stagecoach London
LV73FFO,82027,Stagecoach London
LV73FFP,82028,Stagecoach London
LV73FFR,82029,Stagecoach London
LV73FFS,82030,Stagecoach London
LV73FFT,82031,Stagecoach London
LV73FFU,82032,Stagecoach London
LV73FFW,82033,Stagecoach London
LV73FFX,82034,Stagecoach London
LV73FFY,82035,Stagecoach London
LV73FFZ,82036,Stagecoach London
LV73FGA,82037,Stagecoach London
LV73FGC,82038,Stagecoach London
LV73FGD,82039,Stagecoach London
LV73FGE,82040,Stagecoach London
LV73FGF,82041,Stagecoach London
LV73FGG,82042,Stagecoach London
LV73FGJ,82043,Stagecoach London
LV73FGK,82044,Stagecoach London
LV73FGM,82045,Stagecoach London
LV73FGN,82046,Stagecoach London
LV73FGO,82047,Stagecoach London
LV73FGP,82048,Stagecoach London
LV73FGU,1701,Transport UK London
LV73FGX,1702,Transport UK London
LV73FGZ,1703,Transport UK London
LV73FHA,1704,Transport UK London
LV73FHB,1705,Transport UK London
LV73FHC,1706,Transport UK London
LV73FHD,1707,Transport UK London
LV73FHE,1708,Transport UK London
LV73FHF,1709,Transport UK London
LV73FHG,1710,Transport UK London
LV73FHH,1711,Transport UK London
LV73FHJ,1712,Transport UK London
LV73FHK,3038,Transport UK London
LV73FHL,3039,Transport UK London
LV73FHM,3040,Transport UK London
LV73FHN,3041,Transport UK London
LV73FHO,3042,Transport UK London
LV73FHP,3043,Transport UK London
LV73FHR,3044,Transport UK London
LV73FHS,3045,Transport UK London
LV73FHT,3046,Transport UK London
LV73FHU,3047,Transport UK London
LV74BYL,82065,Stagecoach London
LV74BYM,82066,Stagecoach London
LV74BYN,82067,Stagecoach London
LV74BYO,82068,Stagecoach London
LV74BYP,82069,Stagecoach London
LV74BYR,82070,Stagecoach London
LV74BYS,82071,Stagecoach London
LV74BYT,82072,Stagecoach London
LV74BYU,82073,Stagecoach London
LV74BYW,82074,Stagecoach London
LV74BYX,82075,Stagecoach London
LV74BYY,82076,Stagecoach London
LV74BYZ,82077,Stagecoach London
LV74BZA,82078,Stagecoach London
LV74BZB,82079,Stagecoach London
LV74BZC,82080,Stagecoach London
LV74BZD,82081,Stagecoach London
LV74BZE,82082,Stagecoach London
LV74CBO,WSE2929,Metroline
LV74CBU,WSE2930,Metroline
LV74CBX,WSE2931,Metroline
LV74CBY,WSE2932,Metroline
LV74CCA,WSE2933,Metroline
LV74CCD,WSE2934,Metroline
LV74CCE,WSE2935,Metroline
LV74CCF,WSE2936,Metroline
LV74CCJ,WSE2937,Metroline
LV74CCK,WSE2938,Metroline
LV74CCN,WSE2939,Metroline
LV74CCO,WSE2940,Metroline
LV74CCU,WSE2941,Metroline
LV74CCX,WSE2942,Metroline
LV74CCY,WSE2943,Metroline
LV74CCZ,WSE2944,Metroline
LV74CEA,ES138,Arriva
LV74CEF,ES139,Arriva
LV74CEJ,ES140,Arriva
LV74CEK,ES141,Arriva
LV74CEN,ES159,Arriva
LV74CEO,ES160,Arriva
LV74CFA,WSE2945,Metroline
LV74CFD,WSE2946,Metroline
LV74CFE,WSE2947,Metroline
LV74CFF,WSE2948,Metroline
LV74CFG,WSE2949,Metroline
LV74CFJ,WSE2950,Metroline
LV74CFK,WSE2951,Metroline
LV74CFL,WSE2952,Metroline
LV74CFM,WSE2953,Metroline
LV74CFN,WSE2954,Metroline
LV74CFO,WSE2955,Metroline
LV74CFP,WSE2956,Metroline
LV74CFU,WSE2957,Metroline
LV74CFX,WSE2958,Metroline
LV74CFY,WSE2959,Metroline
LV74CFZ,WSE2960,Metroline
LV74CGE,WSE2961,Metroline
LV74CGF,WSE2962,Metroline
LV74TJO,WDE3112,Metroline
LV74TJU,WDE3113,Metroline
LV74TJX,WDE3114,Metroline
LV74TJY,WDE3115,Metroline
LV74TJZ,WDE3116,Metroline
LV74TKA,WDE3117,Metroline
LV74TKC,WDE3118,Metroline
LV74TKD,WDE3119,Metroline
LV74TKE,WDE3120,Metroline
LV74TKF,WDE3121,Metroline
LV74TKJ,WDE3122,Metroline
LV74TKK,WDE3123,Metroline
LV74TKN,WDE3124,Metroline
LV74TKO,WDE3125,Metroline
LV74TKT,WDE3126,Metroline
LV74TKU,WDE3127,Metroline
LV74TKX,WDE3128,Metroline
LV74TKY,WDE3031,Metroline
LV74TKZ,WDE3032,Metroline
LV74TLF,DEL1,Go-Ahead
LV74TLN,DEL2,Go-Ahead
LV74TLO,DEL3,Go-Ahead
LV74TLU,DEL4,Go-Ahead
LV74TLX,DEL5,Go-Ahead
LV74TLY,DEL6,Go-Ahead
LV74TLZ,DEL7,Go-Ahead
LV74TMO,DEL8,Go-Ahead
LV74TMU,DEL9,Go-Ahead
LV74TMX,DEL10,Go-Ahead
LV74TMY,DEL11,Go-Ahead
LV74TMZ,DEL12,Go-Ahead
LV74TNE,DEL13,Go-Ahead
LV74TNF,DEL14,Go-Ahead
LV74TNJ,DEL15,Go-Ahead
LV74YVE,DEL16,Go-Ahead
LV74YVF,WSEL3129,Metroline
LV74YVG,WSEL3130,Metroline
LV74YVH,WSEL3131,Metroline
LV74YVJ,WSEL3132,Metroline
LV74YVK,WSEL3133,Metroline
LV74YVL,WSEL3134,Metroline
LV74YVM,WSEL3135,Metroline
LV74YVN,WSEL3136,Metroline
LV74YVO,WSEL3137,Metroline
LV74YVP,WDE3033,Metroline
LV74YVR,WDE3034,Metroline
LV74YVS,WDE3035,Metroline
LV74YVT,WDE3036,Metroline
LV74YVU,WDE3037,Metroline
LV74YVW,WDE3038,Metroline
LV75FLC,82209,Stagecoach London
LV75FLD,82210,Stagecoach London
LV75FLE,82211,Stagecoach London
LV75FLF,82212,Stagecoach London
LV75FLG,82213,Stagecoach London
LV75FLH,82156,Stagecoach London
LV75FLJ,82157,Stagecoach London
LV75FLK,82158,Stagecoach London
LV75FLL,82159,Stagecoach London
LV75HGO,82160,Stagecoach London
LV75HGP,82161,Stagecoach London
LV75HGU,82162,Stagecoach London
LV75HGX,82163,Stagecoach London
LV75HGY,82164,Stagecoach London
LV75HGZ,82165,Stagecoach London
LV75HHA,82166,Stagecoach London
LV75HHB,82167,Stagecoach London
LV75HHC,82168,Stagecoach London
LV75HHD,82169,Stagecoach London
LV75HHE,82170,Stagecoach London
LV75HHF,82171,Stagecoach London
LV75HHG,1306,Transport UK London
LV75HHJ,1307,Transport UK London
LV75HHK,1308,Transport UK London
LV75HHL,1309,Transport UK London
LV75HHM,1310,Transport UK London
LV75HHN,1311,Transport UK London
LV75HHO,1312,Transport UK London
LV75HHP,1313,Transport UK London
LV75HHR,1314,Transport UK London
LV75HHS,1315,Transport UK London
LV75HHT,1316,Transport UK London
LV75HHU,1317,Transport UK London
LV75HHW,1318,Transport UK London
LV75HHX,1319,Transport UK London
LV75HHY,1320,Transport UK London
LV75HHZ,82172,Stagecoach London
LV75HJC,82173,Stagecoach London
LV75HJD,82174,Stagecoach London
LV75HJE,82175,Stagecoach London
LV75HJF,82176,Stagecoach London
LV75HJG,82177,Stagecoach London
LV75HJJ,82178,Stagecoach London
LV75HJK,82179,Stagecoach London
LV75HJN,82180,Stagecoach London
LV75HJO,82181,Stagecoach London
LV75HJU,82182,Stagecoach London
LV75HJX,82183,Stagecoach London
LV75NLG,82184,Stagecoach London
LV75NLJ,82185,Stagecoach London
LV75NLK,82186,Stagecoach London
LV75NMF,ES162,Arriva
LV75NMJ,ES163,Arriva
LV75NMK,ES164,Arriva
LV75NMM,ES165,Arriva
LV75NMO,ES166,Arriva
LV75NMU,ES167,Arriva
LV75NMX,ES168,Arriva
LV75NMY,ES169,Arriva
LV75NMZ,ES170,Arriva
LV75NNB,ES171,Arriva
LV75NNC,ES172,Arriva
LV75VXB,ES173,Arriva
LV75VXC,ES174,Arriva
LV75VXD,ES175,Arriva
LV75VXJ,82266,Stagecoach London
LV75VXK,82267,Stagecoach London
LV75VXL,82268,Stagecoach London
LV75VXM,82228,Stagecoach London
LV75VXN,82229,Stagecoach London
LV75VXO,82230,Stagecoach London
LV75VXP,82231,Stagecoach London
LV75VXR,82232,Stagecoach London
LV75VXS,82233,Stagecoach London
LV75VXT,82234,Stagecoach London
LV75VXU,82235,Stagecoach London
LV75VXW,82236,Stagecoach London
LV75VXX,82237,Stagecoach London
LV75VXY,82238,Stagecoach London
LV75VXZ,82239,Stagecoach London
LV75VYA,82240,Stagecoach London
LV75VYB,82241,Stagecoach London
LV75VYC,82242,Stagecoach London
LV75VYD,82243,Stagecoach London
LV75VYE,82244,Stagecoach London
LV75VYF,82245,Stagecoach London
LX11AWF,ENL105,Arriva
LX11AWG,ENL104,Arriva
LX11AWH,ENL101,Arriva
LX11AWJ,ENL106,Arriva
LX11AWN,ENL108,Arriva
LX11AWP,ENL111,Arriva
